,SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
Cntn5,0,0,0,0,0,0,0,1,0
Mir6237,0,0,0,0,0,0,0,0,0
Gm39289,0,0,0,0,0,0,0,0,0
4930568E12Rik,0,0,0,0,0,0,0,0,0
Jrkl,234,231,166,96,109,151,189,136,209
Ccdc82,724,603,411,457,492,483,428,306,490
Maml2,171,168,179,176,250,203,143,117,158
Phxr4,1,2,3,1,3,5,7,2,4
Mtmr2,819,716,567,466,668,730,409,327,398
Cep57,481,497,243,232,294,297,197,174,194
Fam76b,671,607,407,368,492,550,395,340,419
1700019J19Rik,0,0,0,0,0,0,0,0,0
Gm51286,0,0,0,0,0,0,0,0,0
Sesn3,21,7,21,18,27,20,12,20,11
Endod1,232,239,198,171,248,246,158,139,142
Kdm4d,0,0,0,0,0,0,0,0,0
Cwc15,1050,976,641,564,790,740,578,478,620
Amotl1,6,14,14,9,17,29,13,11,15
Gm7607,0,0,0,0,0,0,0,0,0
Piwil4,2,0,0,0,0,1,1,0,2
Fut4,71,61,125,82,125,112,108,61,109
1700012B09Rik,0,0,0,0,0,0,0,0,0
Ankrd49,280,263,277,172,181,222,142,113,159
Mre11a,574,601,247,165,260,333,247,200,310
Gpr83,2,0,1,0,2,1,1,2,0
Izumo1r,1,1,2,1,1,1,1,1,3
Panx1,244,207,113,91,107,145,113,88,154
Hephl1,0,0,0,0,0,0,0,0,0
Vstm5,0,0,0,1,0,1,0,1,0
Med17,727,592,568,314,472,660,429,363,462
4931406C07Rik,848,500,652,412,506,884,411,389,438
Taf1d,337,291,359,293,442,484,182,158,189
Gm25500,3,3,1,4,4,1,2,0,2
Cep295,543,516,243,172,247,328,210,173,230
Scarna9,0,0,0,0,0,0,0,1,0
Smco4,1,0,1,0,2,0,1,0,0
Deup1,0,0,0,0,0,0,0,0,0
4930540M03Rik,0,0,0,0,0,0,0,0,0
Slc36a4,1574,1288,1612,1533,2635,2139,1207,952,1284
Mtnr1b,0,0,0,0,0,0,0,0,0
Fat3,0,0,1,1,0,0,1,1,0
Chordc1,845,1375,401,399,391,403,566,538,694
Naalad2,5,10,6,11,12,11,9,3,7
Ubtfl1,0,0,0,0,0,0,0,0,0
Mbd3l2,0,0,0,0,0,0,0,0,0
Zfp558,15,16,7,4,6,15,9,11,18
Mbd3l1,0,0,0,0,0,0,0,0,0
Muc16,0,0,0,0,0,0,0,0,0
Olfr24,0,0,0,0,0,0,0,0,0
Olfr828,0,0,0,0,0,0,0,0,0
Olfr829,0,0,0,0,0,0,0,0,0
Olfr830,0,0,0,0,0,0,0,0,0
Olfr832,0,0,0,0,0,0,0,0,0
Olfr834,0,0,0,0,0,0,0,0,0
Olfr835,0,0,0,0,0,0,0,0,0
Olfr836,0,0,0,0,0,0,0,0,0
Olfr837,0,0,0,0,0,0,0,0,0
Olfr843,0,0,0,0,0,0,0,0,0
Olfr844,0,0,0,0,0,0,0,0,0
Olfr845,0,0,0,0,0,0,0,0,0
Olfr846,0,0,0,0,0,0,0,0,0
Olfr847,0,0,0,0,0,0,0,0,0
Olfr849,0,0,0,0,0,0,0,0,0
Olfr850,0,0,0,0,0,0,0,0,0
Olfr851,0,0,0,0,0,0,0,0,0
Olfr853,0,0,0,0,0,0,0,0,0
Olfr854,0,0,0,0,0,0,0,0,0
Olfr855,0,0,0,0,0,0,0,0,0
Zfp317,259,239,226,200,243,303,230,156,252
Olfr856-ps1,1,1,5,4,3,5,0,0,1
Olfr857,0,0,0,0,0,0,0,0,0
Olfr58,0,0,0,0,0,0,0,0,0
Olfr859,0,0,0,0,0,0,0,0,0
Olfr860,0,0,0,0,0,0,0,0,0
Olfr862,0,0,0,0,0,0,0,0,0
Olfr77,0,0,0,0,0,0,0,0,0
Olfr866,0,0,0,0,0,0,0,0,0
Olfr867,0,0,0,0,0,0,0,0,0
Olfr868,0,0,0,0,0,0,0,0,0
Olfr869,0,0,0,0,0,0,0,0,0
Olfr870,0,0,0,0,0,0,0,0,0
Olfr871,0,0,0,0,0,0,0,0,0
Olfr872,0,0,0,0,0,0,0,0,0
Olfr39,0,0,0,0,0,0,0,0,0
Olfr873,0,0,0,0,0,0,0,0,0
Olfr18,0,0,0,0,0,1,0,0,0
Zfp560,85,87,56,29,54,46,61,50,65
Zfp26,272,313,403,237,420,375,246,215,273
Zfp426,224,203,187,130,150,205,165,127,232
Zfp266,279,250,249,140,258,264,179,126,221
Zfp846,60,45,37,18,48,58,35,36,49
Fbxl12os,11,3,4,4,8,10,3,8,1
Fbxl12,97,96,144,138,203,150,118,101,194
Ubl5,1024,892,677,609,800,718,627,560,747
Pin1,493,494,268,210,282,366,235,158,215
Olfm2,1,3,6,10,6,3,0,7,1
Col5a3,0,0,0,1,0,0,1,0,0
Rdh8,0,0,0,0,0,0,0,1,0
Shfl,214,160,148,129,181,197,155,96,200
Angptl6,58,60,43,43,54,57,55,19,63
Ppan,397,316,723,320,494,665,185,124,253
Eif3g,1023,847,859,639,844,920,548,446,618
Dnmt1,4300,4255,876,725,819,1085,1051,686,1334
Mir7081,0,0,0,0,2,0,0,1,0
S1pr2,426,372,167,94,109,176,220,180,280
Mrpl4,625,536,406,272,443,449,296,256,349
Icam1,1181,1118,1485,802,962,1660,865,724,1136
Icam4,3,4,8,5,3,3,7,2,5
Icam5,69,33,24,25,31,34,60,31,71
Mir1900,0,0,0,0,0,0,0,0,0
Zglp1,11,8,2,1,4,9,0,0,2
Fdx2,11,15,2,8,17,9,1,4,7
Gm38431,0,0,0,0,0,0,0,0,1
Raver1,513,494,304,226,309,375,220,184,311
Mir7082,0,0,0,0,0,2,0,0,0
Tyk2,1530,1292,955,1040,1270,1132,1257,969,1686
Cdc37,2187,2124,1208,1037,1461,1435,1149,895,1392
Pde4a,269,210,204,168,251,217,211,148,240
Keap1,903,730,704,346,597,837,410,305,591
S1pr5,0,1,1,1,0,0,4,2,2
Atg4d,528,434,355,266,337,452,233,173,304
Kri1,727,612,605,320,398,701,334,236,412
Cdkn2d,441,448,104,91,82,115,83,53,93
Ap1m2,2,3,0,0,1,0,2,2,1
Gm39302,33,25,23,9,29,24,19,13,36
Slc44a2,957,697,624,479,667,773,515,384,681
Ilf3,1140,1025,555,448,676,642,471,349,561
Gm16853,13,8,3,10,8,4,6,5,4
Qtrt1,139,142,144,96,148,181,107,50,116
Dnm2,3358,3009,2508,2258,3182,3034,2353,1848,2937
Mir199a-1,1,1,3,2,2,2,1,1,1
Tmed1,207,184,113,93,135,127,106,92,125
AB124611,101,117,39,32,35,27,19,25,35
Carm1,636,649,363,317,480,474,397,261,437
Yipf2,358,329,193,174,231,245,199,192,201
Timm29,479,444,403,360,488,540,330,235,354
Gm7904,0,0,0,0,0,0,0,0,1
Mir1946b,0,0,0,0,0,0,0,0,0
Smarca4,3114,2855,1631,1479,2086,2148,1643,1171,2019
Ldlr,2817,2649,1107,1407,2066,1275,984,778,1212
Spc24,401,399,41,24,37,47,42,29,58
Kank2,24,17,6,12,5,11,7,4,12
Dock6,40,49,37,42,66,57,24,13,40
Mir7083,0,0,0,0,0,0,0,0,0
Angptl8,0,0,0,0,1,1,0,0,0
Rab3d,1443,1216,797,727,1059,991,874,679,1137
Tmem205,236,268,97,88,129,138,101,72,143
Ccdc159,9,10,1,5,7,2,5,3,8
Plppr2,18,29,17,18,22,27,17,18,19
Gm45914,7,16,9,9,12,11,8,3,16
Swsap1,98,86,50,41,67,43,42,50,51
Epor,32,14,32,39,50,39,26,32,28
Rgl3,115,93,57,113,114,80,103,106,133
Ccdc151,1,1,2,1,0,0,0,0,0
Prkcsh,1486,1422,1013,817,1178,1104,790,640,916
Elavl3,0,1,10,3,2,2,0,9,1
Zfp653,197,202,180,141,233,202,174,129,201
Gm16845,87,64,74,54,91,90,54,25,86
Ecsit,249,247,145,104,163,166,116,88,160
Cnn1,1,0,1,0,3,0,0,0,0
Elof1,415,399,210,212,229,261,177,147,190
Mir7084,0,0,0,0,0,0,0,0,0
Acp5,2794,2315,1247,1067,1508,1409,1116,1110,1514
Pigyl,177,149,78,83,110,74,91,67,89
Zfp872,1,2,0,0,0,0,0,0,0
1810064F22Rik,0,0,0,0,0,0,0,0,1
Zfp809,257,189,173,158,188,224,175,158,220
Zfp599,80,51,57,23,31,67,46,32,49
Gm39307,2,1,0,0,2,1,0,0,0
Zfp810,288,183,229,206,282,277,231,179,302
Gm6607,1,5,0,0,1,2,0,1,4
Anln,2700,2384,371,444,560,478,722,530,757
9530077C05Rik,137,108,19,35,50,47,34,32,50
Rp9,512,443,340,382,509,473,340,265,343
Bbs9,197,158,139,131,167,165,122,114,127
Bmper,1,0,0,0,0,0,2,0,0
Npsr1,0,0,0,0,0,0,0,0,0
Dpy19l1,584,588,306,261,385,396,303,238,308
Dpy19l2,0,0,0,0,0,0,0,0,0
Cypt4,0,0,0,0,0,0,0,0,0
Tbx20,0,0,0,0,0,0,0,0,0
E130101E03Rik,0,0,0,0,0,0,0,0,0
Herpud2,673,559,483,574,756,653,554,512,669
Gm29642,4,2,1,0,0,1,2,1,1
Septin7,2462,2399,1789,1371,1927,1980,1404,1213,1548
Eepd1,767,548,1283,793,1730,2150,569,469,700
B3gat1,0,1,2,1,0,0,0,3,0
Glb1l2,0,0,0,0,0,1,0,0,0
Glb1l3,0,0,0,0,0,0,0,0,0
Gm1110,0,0,0,0,0,0,0,0,0
Acad8,268,238,187,185,241,219,210,142,194
Thyn1,384,374,198,180,225,230,185,158,213
Vps26b,1004,939,559,584,779,765,730,555,831
Ncapd3,1168,1020,188,265,319,279,319,257,403
Jam3,29,12,11,10,6,16,2,3,3
Igsf9b,3,0,3,3,0,3,1,2,2
Spata19,0,0,0,0,0,0,0,0,0
Opcml,0,0,2,2,0,0,0,2,1
Ntm,0,3,1,8,0,0,1,9,0
Gm30933,0,0,0,0,0,0,0,0,0
Snx19,612,578,421,378,465,492,362,319,504
Adamts15,0,0,0,0,1,1,0,0,0
Adamts8,1,0,0,0,0,0,1,0,1
Zbtb44,508,456,371,411,556,462,446,386,531
St14,31,22,12,4,8,9,3,3,8
Aplp2,10510,8556,7424,6803,10511,10292,7349,6453,8352
Gm7244,0,0,0,0,0,0,0,0,0
Prdm10,252,279,149,187,251,181,194,131,254
Gm10910,2,2,3,1,4,3,3,3,8
1700023A20Rik,0,0,0,0,2,0,1,0,0
Nfrkb,443,314,412,237,445,494,237,177,307
Tmem45b,0,0,0,0,0,0,2,0,0
Barx2,0,0,5,0,2,1,1,1,2
Arhgap32,12,5,40,15,38,23,14,19,28
Kcnj5,0,0,1,0,0,0,0,0,0
Kcnj1,0,0,0,0,1,1,0,0,1
Fli1,785,669,440,421,369,486,399,319,401
Ets1,25,29,82,59,73,68,69,69,59
Gm27162,0,0,0,0,0,0,0,1,0
7630403G23Rik,0,0,0,0,0,0,0,0,0
Kirrel3,3,1,3,8,11,11,0,5,3
St3gal4,523,484,399,524,771,459,517,406,589
4930581F22Rik,64,52,40,33,53,53,50,38,70
Dcps,405,365,206,210,253,234,266,185,245
Tirap,523,429,577,364,516,626,400,286,518
Foxred1,407,468,226,188,273,269,221,191,276
Srpr,1249,1113,792,665,920,937,667,537,760
Fam118b,607,538,393,394,434,409,586,497,686
Rpusd4,358,282,287,193,231,331,281,174,348
4933422A05Rik,1,4,1,2,1,0,2,1,9
Cdon,315,265,259,231,273,315,298,239,342
Gm1113,0,0,2,0,0,0,1,0,1
Ddx25,0,0,1,2,0,0,1,1,0
Pus3,116,104,115,71,78,105,83,80,101
Hyls1,199,198,67,43,61,50,85,55,112
Pate4,0,0,0,0,0,3,0,0,0
Pate3,0,0,0,0,0,0,0,0,0
Pate2,0,0,2,0,0,1,0,0,0
Pate1,0,0,0,0,1,0,0,0,0
Pate10,0,0,0,0,0,0,0,0,0
Pate7,0,0,0,0,0,0,0,0,0
Pate6,0,0,0,0,0,0,0,0,0
Pate5,0,0,0,0,0,0,0,0,0
Gm3428,0,0,0,0,0,0,0,0,0
Pate13,0,0,0,0,0,0,0,0,0
Gm5916,0,0,0,0,0,0,0,0,0
Gm3434,0,0,0,0,0,0,0,0,0
Gm3867,0,0,0,0,0,0,0,0,0
Pate12,0,0,0,0,0,0,0,0,0
Pate11,0,0,0,0,0,0,0,0,0
Pate9,0,0,0,0,0,0,0,0,0
Pate8,0,0,0,0,0,0,0,0,0
Pate14,0,0,0,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0,0,0,0
Acrv1,0,0,0,0,0,0,0,0,0
Chek1,220,252,31,33,42,41,42,19,50
Stt3a,3342,3290,2091,1814,2458,2517,1747,1348,1911
Gm26787,64,44,34,34,34,37,41,29,54
Ei24,1053,969,633,476,687,747,525,446,638
Fez1,0,0,4,3,0,0,5,11,0
Pknox2,0,3,2,1,1,1,0,0,0
Tmem218,71,43,26,22,51,31,30,28,28
Slc37a2,322,304,830,424,602,825,155,162,188
Ccdc15,132,115,30,42,52,41,58,47,73
Hepacam,0,0,1,0,0,1,0,4,0
Robo4,0,0,2,2,2,0,2,2,0
Robo3,0,0,0,0,0,0,0,0,0
Msantd2,187,167,123,69,104,112,100,82,158
Esam,4,5,6,2,6,3,6,6,2
Vsig2,0,0,0,0,0,0,0,0,0
Nrgn,4,2,2,3,5,1,0,4,1
Spa17,5,5,1,4,6,3,2,2,1
Siae,673,610,290,324,418,382,366,293,430
Tbrg1,1091,1041,868,644,918,992,680,554,684
Panx3,0,0,0,0,0,0,0,0,0
Olfr160,0,0,0,0,0,0,0,0,0
Olfr151,0,0,0,0,0,0,0,0,0
Olfr874,0,0,0,0,0,0,0,0,0
Olfr875,0,0,0,0,0,0,0,0,0
Olfr876,0,0,0,0,0,0,0,0,0
Olfr877,0,0,0,0,0,0,0,0,0
Olfr145,0,0,0,0,0,1,0,0,0
Olfr878,0,0,0,0,0,0,0,0,0
Olfr881,0,0,0,0,0,0,0,0,0
Olfr883,0,0,0,0,0,0,0,0,0
Olfr884,0,0,0,0,0,0,0,0,0
Olfr885,0,0,0,0,0,0,0,0,0
Olfr887,0,0,0,0,0,0,0,0,0
Olfr888,0,0,0,0,0,0,0,0,0
Olfr889,0,0,0,0,0,0,0,0,0
Olfr890,0,0,0,0,0,0,0,0,0
Olfr891,0,0,0,0,0,0,0,0,0
Olfr893,0,0,0,0,0,0,0,0,0
Olfr894,0,0,0,0,0,0,0,0,0
Olfr143,0,0,0,0,0,0,0,0,0
Olfr895,0,0,0,0,0,0,0,0,0
Olfr25,0,0,0,0,0,0,0,0,0
Olfr898,0,0,0,0,0,0,0,0,0
Olfr899,0,0,0,0,0,0,0,0,0
Olfr250,0,0,0,0,0,0,0,0,0
Olfr900,0,0,0,0,0,0,0,0,0
Olfr251,0,0,0,0,0,0,0,0,0
Olfr147,0,0,0,0,0,0,0,0,0
Olfr901,0,0,0,0,0,0,0,0,0
Olfr902,0,0,0,0,0,0,0,0,0
Olfr904,0,0,0,0,0,0,0,0,0
Olfr905,0,0,0,0,0,0,0,0,0
Olfr906,0,0,0,0,0,0,0,0,0
Olfr907,0,0,0,0,0,0,0,0,0
Olfr908,0,0,0,0,0,0,0,0,0
Olfr911-ps1,0,0,0,0,0,0,0,0,0
Olfr910,0,0,0,0,0,0,0,0,0
Olfr912,0,0,0,0,0,0,0,0,0
Olfr913,0,0,0,0,0,0,0,0,0
Olfr914,0,0,0,0,0,0,0,0,0
Olfr915,0,0,0,0,0,0,0,0,0
Olfr916,0,0,0,0,0,0,0,0,0
Olfr917,0,0,0,0,0,0,0,0,0
Olfr918,0,0,0,0,0,0,0,0,0
Olfr919,0,0,0,0,0,0,0,0,0
Vwa5a,1358,1216,959,1008,1200,1079,1079,890,1291
Olfr920,1,3,35,22,28,31,14,1,3
Olfr921,0,0,0,0,3,0,0,0,0
Olfr922,0,0,0,0,0,0,0,0,0
Olfr923,0,0,0,0,0,0,0,0,0
Olfr924,0,0,0,0,0,0,0,0,0
Olfr26,0,0,0,0,0,0,0,0,0
Olfr926,0,0,0,0,0,0,0,0,0
Olfr930,0,0,0,0,0,0,0,0,0
Olfr933,0,0,0,0,0,0,0,0,0
Olfr934,0,0,0,0,0,0,0,0,0
Olfr935,0,0,0,0,0,0,0,0,0
Olfr146,0,0,0,0,0,0,0,0,0
Olfr936,0,0,0,0,0,0,0,0,0
Olfr937,0,0,0,0,0,0,0,0,0
Olfr938,0,0,0,0,0,0,0,0,0
Olfr27,0,0,0,0,0,0,0,0,0
Olfr242,0,0,0,0,0,0,0,0,0
Olfr943,0,0,0,0,0,0,0,0,0
Olfr944,0,0,0,0,0,0,0,0,0
Olfr1537,0,0,0,0,0,0,0,0,0
Olfr945,0,0,0,0,0,0,0,0,0
Olfr947-ps1,0,0,0,0,0,0,0,0,0
Olfr948,0,0,0,0,0,0,0,0,0
Olfr951,0,0,0,0,0,0,0,0,0
Olfr952,0,0,0,0,0,0,0,0,0
Olfr954,0,0,0,0,0,0,0,0,0
Olfr955,0,0,0,0,0,0,0,0,0
Olfr44,0,0,0,0,0,0,0,0,0
Olfr957,0,0,0,0,0,0,0,0,0
Olfr958,0,0,0,0,0,0,0,0,0
Olfr959,0,0,0,0,0,0,0,0,0
AW551984,0,0,1,0,0,0,0,0,0
Olfr148,0,0,0,0,0,0,0,0,0
Olfr960,0,0,0,0,0,0,0,0,0
Olfr961,0,0,0,0,0,0,0,0,0
Olfr963,0,0,0,0,0,0,0,0,0
Olfr149,0,0,0,0,0,0,0,0,0
Olfr965,0,0,0,0,0,0,0,0,0
Olfr150,0,0,0,0,0,0,0,0,0
Olfr967,0,0,0,0,0,0,0,0,0
Olfr968,0,0,0,0,0,0,0,0,0
Olfr969,0,0,0,0,0,0,0,0,0
Olfr970,0,0,0,0,0,0,0,0,0
Olfr971,0,0,0,0,0,0,0,0,0
Olfr972,0,0,0,0,0,0,0,0,0
Olfr229,0,0,0,0,1,0,0,0,0
Olfr974,0,0,0,0,0,0,0,0,0
Olfr975,0,0,0,0,0,0,0,0,0
Olfr976,0,0,0,0,0,0,0,0,0
Olfr978,0,0,0,0,0,0,0,0,0
Olfr979,0,0,0,0,0,0,0,0,0
Olfr980,0,0,0,0,0,0,0,0,0
Olfr981,0,0,0,0,0,0,0,0,0
1700001J11Rik,0,0,0,0,0,0,0,0,0
Olfr982,0,0,0,0,0,0,0,0,0
Olfr983,0,0,0,0,0,0,0,0,0
Olfr984,0,0,0,0,0,0,0,0,0
Olfr985,0,0,0,0,0,0,0,0,0
Tmem225,0,0,0,0,0,0,0,0,0
Olfr986,0,0,0,0,0,0,0,0,0
Zfp202,66,76,139,61,160,137,54,40,100
Scn3b,0,1,1,5,4,2,3,7,5
Gramd1b,260,219,633,511,760,720,167,213,280
1700110K17Rik,5,3,4,10,11,9,4,3,3
Clmp,200,186,150,164,216,179,164,128,186
Hspa8,13842,23429,4368,8520,7908,4671,12075,9143,13163
Snord14c,10,6,8,7,11,9,4,1,12
Snord14d,12,16,15,11,10,15,3,5,12
Snord14e,14,26,12,3,15,29,6,6,8
Bsx,0,0,0,1,0,0,1,0,0
Jhy,0,0,7,0,1,0,0,0,0
Crtam,0,1,50,72,114,52,0,1,0
Ubash3b,1616,1230,1121,949,1040,1337,1222,852,1399
1700063D05Rik,0,0,0,0,0,0,0,0,0
Mir100hg,0,0,2,2,0,0,0,1,0
Mir100,0,0,0,0,0,0,0,0,0
Mirlet7a-2,0,0,0,0,0,0,0,0,0
Mir125b-1,0,0,0,0,0,0,0,0,0
Sorl1,89,64,71,59,45,39,57,37,58
Gm16214,5,5,4,4,4,2,3,4,5
Gm39321,0,0,1,0,0,0,0,0,1
4930546K05Rik,0,0,0,0,0,0,0,0,0
Sc5d,660,639,100,153,167,165,171,113,174
Tecta,1,0,1,0,7,2,0,0,0
Tbcel,483,420,308,371,449,471,420,310,491
Grik4,0,0,0,0,0,0,0,0,0
Arhgef12,1168,922,968,933,1212,1183,847,745,1013
Tlcd5,1,1,2,0,0,0,0,2,0
Pou2f3,0,0,1,0,2,2,0,0,0
Oaf,238,176,362,217,405,428,107,62,59
D630033O11Rik,3,1,0,3,1,4,0,0,0
Trim29,2820,2443,1778,1223,1392,1945,1645,1264,1908
Nectin1,50,76,33,48,34,18,54,71,76
Thy1,4,3,26,13,12,12,29,34,26
Usp2,283,252,362,173,291,425,114,69,141
C1qtnf5,0,0,0,0,0,0,0,0,0
Mfrp,0,0,0,0,0,0,0,0,0
Rnf26,382,394,104,128,141,111,122,83,114
Gm10687,10,5,4,2,11,2,6,9,4
Mcam,1443,1134,563,779,1027,790,1129,1082,1358
Cbl,1292,1135,876,896,1191,996,895,687,1244
Ccdc153,0,0,1,0,0,0,3,1,0
Pdzd3,36,44,39,39,27,44,33,29,39
Nlrx1,1518,1380,975,976,1064,1058,1180,888,1321
Abcg4,11,9,19,11,14,14,3,4,2
Hinfp,154,114,67,66,126,95,86,61,123
C2cd2l,1743,1696,1634,1293,1689,2043,1539,1218,1833
Dpagt1,1038,1005,726,574,807,819,639,481,801
H2ax,1168,1104,279,223,269,370,380,230,381
Hmbs,399,436,201,140,209,169,182,130,186
Vps11,1035,964,842,675,1077,1063,665,489,785
Hyou1,3859,4354,2232,2674,3002,2516,2166,1733,2615
Slc37a4,220,226,173,124,212,174,130,110,158
Mir7085,0,0,0,0,0,0,0,0,0
Trappc4,456,478,369,279,352,365,295,230,349
Rps25,2113,2074,1323,1174,1748,1673,1179,974,1465
Ccdc84,108,125,78,66,87,109,80,54,99
Foxr1,0,0,0,0,0,0,0,0,0
Upk2,1,0,0,0,0,0,0,0,0
Bcl9l,409,294,316,261,384,370,321,241,413
Cxcr5,6,2,3,7,3,4,24,13,11
Ddx6,3361,2869,2585,2247,3345,3249,2151,1790,2893
BC049987,0,0,0,0,0,0,0,0,0
Treh,0,0,0,0,0,0,0,0,0
Phldb1,154,94,74,81,126,120,72,81,123
Arcn1,2602,2426,1831,1559,2152,2052,1479,1145,1625
Ift46,288,214,150,208,214,202,197,146,210
Tmem25,1,2,3,1,1,1,0,3,2
Ttc36,2,1,0,0,3,2,2,0,2
Kmt2a,1421,1214,944,880,1126,1164,1159,905,1517
Atp5l,11,13,12,14,6,10,0,6,5
Ube4a,1101,1013,814,800,966,924,825,709,1004
Cd3g,0,2,7,4,10,4,5,6,10
Cd3d,5,0,4,1,4,2,4,5,4
Cd3e,4,5,7,6,20,4,11,9,7
Mpzl2,1,1,1,0,0,0,1,0,1
Mpzl3,12,13,15,9,27,26,8,7,18
Jaml,14,11,30,10,22,25,17,11,8
Gm10684,3,6,8,1,1,3,5,3,1
Scn2b,3,4,3,6,1,0,3,7,0
Scn4b,2,3,0,2,0,0,0,5,1
Tmprss4,0,0,0,0,1,0,1,0,0
BC049352,8,12,19,21,30,19,9,9,8
Il10ra,1064,733,1023,879,1835,1388,809,678,860
Mir7086,0,2,2,0,0,1,0,0,1
Lncbate3,0,0,0,0,0,0,0,0,0
Tmprss13,0,0,0,0,0,0,2,1,0
Fxyd6,0,0,4,4,0,0,0,4,0
Fxyd2,0,0,0,0,0,0,0,0,1
4833428L15Rik,0,0,0,0,0,0,0,0,0
Dscaml1,1,0,0,1,0,1,0,0,2
Cep164,398,297,196,258,316,266,205,176,254
Bace1,159,111,108,89,111,110,106,98,120
Rnf214,382,333,185,198,235,208,240,154,284
Pcsk7,690,607,380,325,569,522,411,307,460
Tagln,50,43,50,33,73,60,33,26,27
Sidt2,3536,3004,2663,2759,3876,3699,2482,1928,3019
Mir7087,0,0,0,2,2,0,0,2,1
A830035O19Rik,310,264,223,248,366,321,209,129,242
Pafah1b2,1641,1654,1264,999,1381,1517,979,852,1111
Sik3,852,658,893,566,868,1057,524,446,663
Apoa1,0,0,0,0,0,2,0,0,0
Apoc3,0,0,0,0,0,0,0,0,0
Apoa4,0,0,0,0,0,0,0,0,0
Apoa5,0,0,0,0,0,0,0,0,0
Zpr1,614,584,513,384,602,618,336,291,386
Bud13,210,211,125,112,187,187,110,84,108
4931429L15Rik,0,0,0,0,0,1,1,0,0
2900052N01Rik,0,0,0,0,0,0,0,1,0
Gm4791,0,0,0,0,0,0,0,0,0
Cadm1,10,12,21,16,30,22,16,13,6
Gm10677,3,0,2,0,4,2,1,0,0
Nxpe2,0,3,1,1,0,0,1,0,1
Nxpe4,1,0,4,5,4,1,4,6,3
Gm8884,1,0,0,0,0,0,1,0,2
Rexo2,2496,2288,1196,1082,1588,1554,1089,956,1404
Rbm7,1694,1397,1275,1009,1511,1662,943,890,1075
Gm5617,72,63,32,31,44,43,51,41,47
Nnmt,2,1,0,0,1,0,0,0,0
Zbtb16,10,10,10,5,21,7,12,9,5
Htr3a,0,0,0,0,0,0,0,0,0
Htr3b,0,0,0,0,0,0,0,0,0
Usp28,222,139,133,100,149,158,122,106,161
Cldn25,0,0,0,0,0,0,0,0,0
Zw10,530,545,138,169,207,190,236,175,219
Tmprss5,0,0,0,0,0,0,0,0,0
Gm4894,0,0,0,0,0,0,0,0,0
Drd2,0,0,0,0,0,0,0,2,0
Gm46111,0,0,0,0,0,0,0,0,0
Ankk1,0,0,0,1,1,1,0,0,0
Ttc12,33,38,75,53,91,85,15,22,20
Ncam1,0,0,4,0,0,1,0,8,0
Gm11149,0,0,0,0,0,0,0,0,0
2310003N18Rik,0,0,0,0,0,0,0,0,0
Plet1os,4635,4410,4922,3926,5749,6312,3390,2763,4118
Plet1,12943,12213,14110,11201,16805,17733,9787,8144,11358
Pts,373,329,200,171,284,271,275,226,272
Bco2,34,31,21,20,31,22,24,18,30
Il18,2862,2363,2490,2057,2836,2998,1985,1694,2198
Tex12,3,5,2,1,8,6,2,1,5
Sdhd,1452,1473,895,765,1024,1012,681,560,795
Timm8b,288,245,173,153,236,237,168,135,194
Nkapd1,329,279,321,235,350,378,218,170,234
Pih1d2,9,14,8,6,10,8,7,1,5
Dlat,900,867,696,519,701,735,560,395,563
Dixdc1,2,0,6,5,0,1,0,5,0
2310030G06Rik,0,0,0,0,0,0,0,1,0
Hspb2,0,2,4,2,0,2,2,2,0
Cryab,11,10,12,6,18,18,9,8,13
1110032A03Rik,89,61,74,77,105,90,61,75,60
Fdxacb1,121,113,147,91,157,116,97,76,102
Alg9,380,321,299,333,392,409,237,241,327
Ppp2r1b,2085,1819,1364,1085,1440,1872,1248,1044,1532
Sik2,803,719,628,650,966,865,602,499,770
Layn,0,0,0,0,3,0,0,0,0
Hoatz,0,0,0,0,0,0,0,0,0
Mir34c,0,0,0,0,0,0,0,0,0
Mir34b,0,0,0,0,0,0,0,0,0
Btg4,0,0,0,0,0,0,0,0,0
Pou2af1,3,6,23,22,15,11,15,11,22
Colca2,0,0,2,0,0,0,1,1,0
1810046K07Rik,0,0,0,0,0,0,0,0,0
Arhgap20,0,0,1,0,0,1,1,1,4
Arhgap20os,0,0,0,0,0,0,0,0,0
4933407I05Rik,0,0,0,0,0,0,0,0,0
Fdx1,155,142,91,76,92,112,71,56,76
Gm6981,4,6,5,7,2,4,5,5,9
Rdx,1921,1766,808,815,976,1055,956,729,1037
Zc3h12c,27,24,103,69,215,157,17,17,21
Mir6244,2,1,6,1,8,2,0,0,0
AI593442,0,0,2,2,0,0,0,1,0
Gm1715,0,0,0,0,0,0,0,0,0
Ddx10,395,400,242,293,283,275,253,211,326
Exph5,0,1,0,3,1,0,0,5,1
Poglut3,123,121,67,52,85,63,68,45,60
Mir130c,4,2,1,2,4,3,3,4,2
4930550C14Rik,0,0,2,1,1,0,0,0,0
Atm,881,845,272,320,415,327,400,294,453
Npat,350,386,170,133,190,225,177,139,183
Acat1,1606,1702,659,472,796,739,708,616,776
Cul5,612,563,511,347,602,649,389,295,426
Gm16124,32,33,32,14,53,47,28,22,28
Rab39,45,57,9,11,18,14,33,26,29
